Model,Candidate,Mean RMSE,Std RMSE,Mean MAE,Mean R2,Mean Directional Accuracy,Mean Fit Seconds,Parameters
XGBoost,16,0.06278418257534528,0.008879558242240236,0.046833364292620194,-0.1897050932321444,0.5298902195608782,1.5498251438140869,"{'subsample': 0.9, 'reg_lambda': 0.5, 'n_estimators': 250, 'min_child_weight': 3, 'max_depth': 6, 'learning_rate': 0.03, 'gamma': 0.05, 'colsample_bytree': 0.8}"
XGBoost,28,0.06355625839077803,0.007978113004117252,0.047317261292080505,-0.21555801640273403,0.5336327345309382,4.6892167091369625,"{'subsample': 0.6, 'reg_lambda': 5.0, 'n_estimators': 500, 'min_child_weight': 8, 'max_depth': 5, 'learning_rate': 0.01, 'gamma': 0.0, 'colsample_bytree': 1.0}"
XGBoost,3,0.06376801086703651,0.006652376201339683,0.04737301672436017,-0.22322768842151125,0.5325349301397206,4.013178205490112,"{'subsample': 0.6, 'reg_lambda': 0.5, 'n_estimators': 500, 'min_child_weight': 5, 'max_depth': 5, 'learning_rate': 0.01, 'gamma': 0.0, 'colsample_bytree': 0.6}"
XGBoost,8,0.06566529321523137,0.0077112183317157796,0.04898475826751999,-0.30159003925010885,0.5306886227544909,0.7555049896240235,"{'subsample': 0.7, 'reg_lambda': 1.0, 'n_estimators': 150, 'min_child_weight': 5, 'max_depth': 4, 'learning_rate': 0.05, 'gamma': 0.0, 'colsample_bytree': 0.8}"
XGBoost,29,0.0657160813864766,0.008447290261047858,0.04903338323227229,-0.2954368257672151,0.5260978043912174,1.362954568862915,"{'subsample': 1.0, 'reg_lambda': 0.5, 'n_estimators': 150, 'min_child_weight': 3, 'max_depth': 5, 'learning_rate': 0.03, 'gamma': 0.0, 'colsample_bytree': 1.0}"
XGBoost,9,0.06744034540635546,0.006423084833840129,0.0505974516530623,-0.36486267223559954,0.5137724550898204,5.457153606414795,"{'subsample': 0.6, 'reg_lambda': 1.0, 'n_estimators': 250, 'min_child_weight': 5, 'max_depth': 8, 'learning_rate': 0.1, 'gamma': 0.0, 'colsample_bytree': 0.6}"
XGBoost,27,0.0703561737557398,0.008625865049644979,0.05302879690776824,-0.4927274724325791,0.519810379241517,1.039680290222168,"{'subsample': 0.7, 'reg_lambda': 2.0, 'n_estimators': 250, 'min_child_weight': 5, 'max_depth': 4, 'learning_rate': 0.1, 'gamma': 0.0, 'colsample_bytree': 0.6}"
XGBoost,30,0.07087772007861039,0.009079563479788352,0.05318948891152533,-0.5108021894507322,0.5212574850299401,13.498666667938233,"{'subsample': 1.0, 'reg_lambda': 0.5, 'n_estimators': 500, 'min_child_weight': 5, 'max_depth': 8, 'learning_rate': 0.1, 'gamma': 0.0, 'colsample_bytree': 0.9}"
XGBoost,10,0.07234807998268714,0.008400888096893468,0.0544566306918998,-0.5714165045483062,0.5122255489021955,5.107078790664673,"{'subsample': 0.7, 'reg_lambda': 1.0, 'n_estimators': 500, 'min_child_weight': 3, 'max_depth': 5, 'learning_rate': 0.1, 'gamma': 0.0, 'colsample_bytree': 0.9}"
LightGBM,28,0.060552056028037204,0.007421336361599844,0.044936186033669015,-0.0960821039531607,0.5389221556886227,1.021120309829712,"{'subsample': 0.9, 'reg_lambda': 5.0, 'num_leaves': 15, 'n_estimators': 250, 'min_child_samples': 30, 'max_depth': 3, 'learning_rate': 0.01, 'colsample_bytree': 1.0}"
LightGBM,14,0.060553138342255286,0.007424975699203449,0.045037042381317324,-0.09715195285445102,0.5356786427145709,0.5025454044342041,"{'subsample': 0.7, 'reg_lambda': 5.0, 'num_leaves': 15, 'n_estimators': 150, 'min_child_samples': 10, 'max_depth': 5, 'learning_rate': 0.01, 'colsample_bytree': 0.8}"
LightGBM,15,0.060697268650788706,0.007579992938100506,0.0450897246642309,-0.09838839546986984,0.5431636726546907,1.0556439399719237,"{'subsample': 0.6, 'reg_lambda': 5.0, 'num_leaves': 15, 'n_estimators': 150, 'min_child_samples': 30, 'max_depth': -1, 'learning_rate': 0.01, 'colsample_bytree': 0.8}"
LightGBM,4,0.06150780002888976,0.007359225869703445,0.04578685252895916,-0.13440928560897786,0.5270958083832336,1.0957046031951905,"{'subsample': 1.0, 'reg_lambda': 2.0, 'num_leaves': 127, 'n_estimators': 150, 'min_child_samples': 50, 'max_depth': 10, 'learning_rate': 0.01, 'colsample_bytree': 0.9}"
LightGBM,19,0.06158913576179873,0.007467870587795467,0.04575381376313172,-0.13358851745538827,0.5379241516966069,1.3161572456359862,"{'subsample': 0.7, 'reg_lambda': 1.0, 'num_leaves': 15, 'n_estimators': 250, 'min_child_samples': 20, 'max_depth': 7, 'learning_rate': 0.01, 'colsample_bytree': 0.6}"
LightGBM,23,0.061674973975111694,0.007897017129343119,0.04574483333837063,-0.13909781057845422,0.5408183632734531,0.7223806381225586,"{'subsample': 0.9, 'reg_lambda': 0.5, 'num_leaves': 15, 'n_estimators': 350, 'min_child_samples': 30, 'max_depth': 3, 'learning_rate': 0.01, 'colsample_bytree': 1.0}"
LightGBM,29,0.06236294598621076,0.007808987269325285,0.04628005332672993,-0.16778584690671314,0.5438622754491018,0.838707447052002,"{'subsample': 0.8, 'reg_lambda': 5.0, 'num_leaves': 31, 'n_estimators': 500, 'min_child_samples': 30, 'max_depth': 3, 'learning_rate': 0.01, 'colsample_bytree': 0.6}"
LightGBM,2,0.06325648107724677,0.007107813003664767,0.046990764629332465,-0.20164224786524435,0.5417165668662676,0.403240442276001,"{'subsample': 0.8, 'reg_lambda': 2.0, 'num_leaves': 63, 'n_estimators': 150, 'min_child_samples': 50, 'max_depth': 3, 'learning_rate': 0.05, 'colsample_bytree': 1.0}"
LightGBM,18,0.06329368628622661,0.008019619531932415,0.047143456061094234,-0.205721274712462,0.5242015968063872,1.3719223976135253,"{'subsample': 0.6, 'reg_lambda': 0.0, 'num_leaves': 31, 'n_estimators': 250, 'min_child_samples': 30, 'max_depth': -1, 'learning_rate': 0.01, 'colsample_bytree': 0.8}"
LightGBM,16,0.06376021372995064,0.007324959118341759,0.04744601287258844,-0.2235897186907711,0.5233033932135729,4.352914094924927,"{'subsample': 1.0, 'reg_lambda': 2.0, 'num_leaves': 63, 'n_estimators': 500, 'min_child_samples': 20, 'max_depth': -1, 'learning_rate': 0.01, 'colsample_bytree': 0.6}"
LightGBM,20,0.06405159068745359,0.008870935966183886,0.04782551863299991,-0.241700201034811,0.5269461077844312,2.639437437057495,"{'subsample': 0.6, 'reg_lambda': 0.5, 'num_leaves': 63, 'n_estimators': 250, 'min_child_samples': 30, 'max_depth': 10, 'learning_rate': 0.01, 'colsample_bytree': 0.9}"
LightGBM,3,0.06431283316949953,0.007507078510404151,0.04769897522598981,-0.23695727606077854,0.5238023952095808,2.3464667797088623,"{'subsample': 0.8, 'reg_lambda': 0.5, 'num_leaves': 31, 'n_estimators': 500, 'min_child_samples': 20, 'max_depth': 5, 'learning_rate': 0.01, 'colsample_bytree': 1.0}"
LightGBM,12,0.06475591818427073,0.007023587575832748,0.04826699721855307,-0.2555345486472737,0.5256986027944112,0.4871081829071045,"{'subsample': 0.9, 'reg_lambda': 5.0, 'num_leaves': 15, 'n_estimators': 150, 'min_child_samples': 10, 'max_depth': -1, 'learning_rate': 0.05, 'colsample_bytree': 0.6}"
LightGBM,25,0.06512746901048032,0.006372746253320415,0.048494751427821704,-0.2775602887317473,0.5357784431137725,0.4927964687347412,"{'subsample': 0.9, 'reg_lambda': 0.0, 'num_leaves': 127, 'n_estimators': 150, 'min_child_samples': 50, 'max_depth': 5, 'learning_rate': 0.05, 'colsample_bytree': 0.8}"
LightGBM,7,0.06522021951853557,0.005871499183262112,0.04854346673004365,-0.2797559726833403,0.5237025948103792,1.9948009490966796,"{'subsample': 0.7, 'reg_lambda': 1.0, 'num_leaves': 127, 'n_estimators': 150, 'min_child_samples': 20, 'max_depth': 10, 'learning_rate': 0.05, 'colsample_bytree': 0.7}"
